id,name,year_began,year_ended,notes,url,publisher_id
5116,GoGo Comics,1991,1991,NULL,NULL,6067
5117,Trigon Comics,1985,1986,NULL,NULL,3007
5118,[een regenboog],NULL,NULL,NULL,NULL,9271
5119,Graufeld,2014,2014,NULL,NULL,7971
5120,UFS,NULL,NULL,NULL,NULL,64
5121,EC,2014,NULL,NULL,NULL,9182
5122,NEA,1902,NULL,NULL,NULL,9285
5123,Dream Weaver Press,1992,NULL,NULL,http://www.dreamweaverpress.com/,8488
5124,Leyland Publications,1987,NULL,NULL,http://www.leylandpublications.com/lpcomics.html,4931
5125,Greenwillow Books,1974,NULL,"An imprint of HarperCollins Publishers.  ""Publishes quality picture books and fiction for young readers of all ages and nonfiction primarily for children under seven years of age."" (Writer's Market)",http://www.harperchildrens.com/,1171
5126,Perfect Square,2014,NULL,NULL,http://www.perfectsquare.com/,594
5128,NVVE,NULL,NULL,NULL,NULL,9289
5129,Buru Lan Comics,NULL,NULL,NULL,NULL,9046
5130,Buru Lan,NULL,NULL,NULL,NULL,9046
5131,Kosmos,NULL,NULL,NULL,NULL,9305
5132,Birdcage Bottom Books,2008,NULL,NULL,NULL,9311
5133,Oak & Linden,2011,NULL,NULL,NULL,9313
5134,United; Limelight,1998,1998,When Limelight Publishing was the US distributor for United Publications they had their logo on the cover also.,NULL,6254
5135,Lunar Works,2012,NULL,NULL,NULL,9315
5136,Writer's Digest Books,NULL,NULL,"Writer's Digest Magazine began publication in 1920.  At least as early as 2002 Writer's Digest Books was described as ""an imprint of F&W Publications Inc."" which owns Writer's Digest.",http://www.writersdigest.com/,9152
5137,Starving Artist Press,1996,1996,NULL,NULL,9325
5138,Wizard; Ace Edition; Lightning Comics,1996,1996,NULL,NULL,9212
5139,Martin Erntsen,NULL,NULL,NULL,NULL,5119
5140,GrayHaven Comics,2013,2013,NULL,NULL,9330
5141,Divo,NULL,NULL,NULL,NULL,6970
5142,Wizard; Ace Edition; Image,1996,1996,NULL,NULL,819
5143,Plan A,NULL,NULL,NULL,NULL,9333
5144,Wizard; Ace Edition; Abstract Studio,1996,1996,NULL,NULL,9211
5145,Reed Press,2003,2004,NULL,NULL,9334
5146,Wizard; Ace Edition; Sirius,1996,1997,NULL,NULL,2672
5148,Wizard; Ace Edition; Dark Horse Comics,1996,1996,NULL,NULL,2505
5149,Wizard; Ace Edition; Event Comics,1996,1996,NULL,NULL,2676
5150,Zone 5300,NULL,NULL,NULL,NULL,8171
5152,Wizard; Ace Edition; Crusade Comics,1996,1996,NULL,NULL,7765
5153,Toog,NULL,NULL,NULL,NULL,6534
5154,Albino,NULL,NULL,NULL,NULL,5750
5155,Studio Raven,NULL,NULL,NULL,NULL,7077
5156,Zuid Nederlandse uitgeverij Aartselaar,NULL,NULL,NULL,NULL,5771
5157,Forged Lord Comics,2014,NULL,NULL,NULL,9337
5158,Bries,NULL,NULL,NULL,NULL,5656
5159,Divina,NULL,NULL,NULL,NULL,8756
5160,De Harmonie - Het Raadsel,NULL,NULL,NULL,NULL,9338
5161,Wizard; Ace Edition; Cartoon Books,1996,1996,NULL,NULL,2506
5162,Dutton,1967,1971,NULL,NULL,7239
5163,Ventil; Jungle World,NULL,NULL,NULL,NULL,9340
5165,Ukje,NULL,NULL,NULL,NULL,3361
5166,Five Star Weekly,NULL,NULL,NULL,NULL,4578
5167,Wizard; Ace Edition; Maximum Press,1997,1997,NULL,NULL,6076
5168,Wizard; Ace Edition; WildStorm,1997,1997,NULL,NULL,819
5169,Wizard; Ace Edition; Marvel Comics,1997,1997,NULL,NULL,1133
5170,Puceron,NULL,NULL,NULL,NULL,3361
5171,Atlas World Press Review,1976,1978,NULL,NULL,9353
5172,Nicotat Comics,1987,1996,NULL,NULL,2110
5173,GPH,2011,NULL,NULL,http://gospelpublishing.com/,9357
5174,HNA,NULL,NULL,The capital letters with a line of blocks and harry n. abrams inc. below (the latter all in lower case).  Used at least in 2008.,http://www.hnabooks.com/,4476
5175,Lebowski,NULL,NULL,NULL,NULL,7300
5176,Anubis,1991,NULL,NULL,NULL,6056
5177,Adams Publishing,1980,NULL,Began as Bob Adams Inc. in 1980.  Became Adams Media Corporation in 1994 using the brand name Adams Publishing at least in 1995.    Acquired by F + W Media in 2003.,NULL,9152
5178,TreeGarden Comix,NULL,NULL,NULL,NULL,9223
5179,Physalis,NULL,NULL,NULL,NULL,9368
5180,Pelikaanpers,NULL,NULL,NULL,NULL,7587
5181,Het paard van Troje,NULL,NULL,NULL,NULL,7805
5182,Zenda,NULL,NULL,NULL,NULL,6930
5183,Blue Circle,NULL,NULL,NULL,NULL,6204
5184,Seed,NULL,NULL,NULL,NULL,9367
5185,Find IT Media,NULL,NULL,NULL,NULL,9233
5186,Puffin Books,NULL,NULL,NULL,NULL,587
5187,Comic Art,NULL,1982,Brand created based on translation of indicia of comic and comic cover corner box.,NULL,4392
5188,Éditions du Bleu et Noir,2013,NULL,NULL,http://editionsdubleuetnoir.e-monsite.com/,9380
5189,VDAB,NULL,NULL,NULL,NULL,9369
5190,Melksteen,NULL,NULL,NULL,NULL,9366
5191,Avery Hill,2012,NULL,NULL,NULL,9384
5192,Tintentrinker,2014,NULL,NULL,NULL,9390
5193,Broadway Books,1996,NULL,Paperback imprint for the Crown Trade imprint.,http://crownpublishing.com/imprint/broadway-books/,336
5194,RIGo & CARLo Productions,NULL,NULL,NULL,NULL,9400
5195,Broken Halos,1997,NULL,NULL,NULL,5710
5196,I...S,1991,1991,NULL,NULL,9396
5197,Scherlei,2004,2004,NULL,NULL,9412
5198,De Plaatjesmaker,NULL,NULL,NULL,NULL,7674
5199,Titanic,NULL,NULL,NULL,NULL,9420
5200,Skyhorse Publishing,NULL,NULL,In use at least by 2013.,NULL,9421
5201,Berlin Story Verlag,NULL,NULL,NULL,NULL,9428
5202,ȏddtruth [Arch Over O],2012,NULL,NULL,http://www.oddtruthinc.com/,9431
5203,Geïllustreerde Pers,NULL,NULL,NULL,NULL,3259
5204,Espee; van Gennep,NULL,NULL,NULL,NULL,9436
5205,Μαμούθ Comix,1980,NULL,NULL,NULL,6866
5206,Loeb,NULL,NULL,NULL,NULL,3249
5207,All Books,1983,1984,NULL,NULL,9440
5208,Tor Seven Seas,2011,NULL,NULL,NULL,432
5209,Gooise Uitgeverij,NULL,NULL,NULL,NULL,9441
5210,88MPH,2004,2004,NULL,NULL,7380
5211,Harlekijn,NULL,NULL,NULL,NULL,9442
5212,Ace Comics,2014,NULL,NULL,NULL,9445
5213,Creative Publishing International,NULL,NULL,NULL,NULL,9444
5214,Harris Comics; Dark Horse Comics,1992,1992,NULL,NULL,682
5215,Dynamite; Chaos!,NULL,NULL,NULL,NULL,2550
5216,Great Beast,2012,NULL,NULL,NULL,9446
5217,Τερζόπουλος,NULL,NULL,NULL,NULL,7912
5218,Νέα Ακτίνα,NULL,NULL,NULL,NULL,7912
5219,Wizard; Ace Edition; Chaos! Comics,1997,1997,NULL,NULL,2673
5220,breadpig,NULL,NULL,NULL,NULL,8904
5221,Wizard; Ace Edition; Homage Comics,1998,1998,NULL,NULL,819
5222,Zet.El,NULL,NULL,NULL,NULL,7590
5223,Kluitman,NULL,NULL,NULL,NULL,9448
5224,Karakter Uitgevers B.V.,NULL,NULL,NULL,NULL,9464
5225,Roularta Books; Africalia,NULL,NULL,NULL,NULL,9463
5226,Itchy Coo,2002,NULL,Brand used in works published for children's & young readers materials.,http://www.itchy-coo.com/,9461
5227,ArtNik,NULL,NULL,NULL,NULL,9465
5228,Alfapocket,1993,1995,NULL,NULL,1197
5229,Taifu Comics,2004,NULL,NULL,NULL,9470
5230,Hentai Sans Interdits,2013,NULL,NULL,http://www.pointmanga.com/141-collection-100-hentai-sans-interdits,9470
5232,Presidio,1974,2002,NULL,NULL,9469
5233,Soaring Penguin Press,NULL,NULL,NULL,NULL,9478
5234,Quality Paperback Book Club,1974,2000,NULL,NULL,9476
5235,Java Comics,NULL,NULL,Active in 1996 but start and end dates unknown.,NULL,9477
5236,Sun Microsystems,NULL,NULL,Active in 1996 but start and end dates uncertain.,NULL,9477
5237,BVS,NULL,NULL,NULL,NULL,9479
5241,Darby Pop,2013,2015,Based on press release Darby Pop moved to Magnetic Press in 2015.http://www.darbypop.com/press/magnetic-press-and-darby-pop-publishing-announce-imprint-partnership/,NULL,1977
5242,OPC Publications,NULL,NULL,NULL,NULL,8093
5243,The House of Offset,NULL,NULL,NULL,NULL,8093
5244,Lotus,NULL,NULL,NULL,NULL,9484
5245,1000 ögon,2013,NULL,Samlar en del av Albumförlagets utgivning av övernaturliga skräckserier.,NULL,4663
5246,ΓΕΑ,1995,1999,NULL,NULL,7912
5247,Pagina,NULL,NULL,NULL,NULL,9485
5248,Raijin Graphic Novels,NULL,NULL,NULL,NULL,2512
5249,E Egmont Publishing Comics,NULL,NULL,NULL,NULL,1082
5250,Jet City Comics,2013,NULL,NULL,http://www.apub.com/,9491
5251,Kippenvel,NULL,NULL,NULL,NULL,5083
5252,Solo,1987,NULL,NULL,NULL,8463
5253,Tangent,NULL,NULL,NULL,NULL,9495
5254,Compres,NULL,NULL,NULL,NULL,9493
5255,Edition Kwimbi,2013,NULL,NULL,NULL,9501
5256,Raijin Comics,NULL,NULL,NULL,NULL,2512
5257,Syndikaat,NULL,NULL,NULL,NULL,7067
5259,InDruk,2014,NULL,NULL,NULL,5749
5260,Ktav,1971,1971,NULL,NULL,9506
5261,Lecturis,NULL,NULL,NULL,NULL,8979
5262,Thorner Press,1994,1994,NULL,NULL,6707
5264,Kiss Comics,NULL,NULL,NULL,NULL,3176
5265,Media Service Zawada,NULL,NULL,NULL,NULL,8683
5267,Librairie Hachette,1926,NULL,NULL,NULL,6917
5268,Scratch,2014,NULL,NULL,NULL,9324
5269,Vee Publishing,1946,1949,NULL,NULL,2023
5270,Blue Hare Comix,2013,NULL,NULL,http://blueharecomix.com/,9537
5271,SS Comics,NULL,NULL,NULL,NULL,5423
5272,花とゆめ Comics [Hana to Yume],NULL,NULL,Used on comics that were serialized in 花とゆめ [Hana to Yume / Flowers and Dreams] (白泉社 [Hakusensha] 1974 series).,NULL,5396
5273,Jump Comics,NULL,NULL,Used on series that were originally serialized in one of the several Jump comics.,NULL,5424
5274,Shonen Champion Comics,NULL,NULL,NULL,NULL,5383
5275,All-New Marvel NOW! Mexico,2014,NULL,Sello para los títulos All-New Marvel Now! editados en México.,NULL,7151
5276,Ultimate Marvel NOW! México,2014,NULL,Sello para los títulos Ultimate Marvel NOW! editados en México.,NULL,7151
5277,Panini Comics; Millarworld,2013,NULL,NULL,NULL,8999
5278,Margaret Comics,NULL,NULL,Used on series that were originally serialized in マーガレット [Māgaretto / Margaret] (集英社 [Shueisha] 1963 series).,NULL,5424
5279,Rijperman / Drukwerk,1982,1985,NULL,NULL,6875
5280,Arrow Comics,NULL,NULL,NULL,NULL,509
5281,Jets Comics,NULL,NULL,NULL,NULL,5396
5282,Free Lunch Comics,1997,NULL,NULL,http://www.freelunchcomics.com/,9549
5283,Overdue Media,2002,NULL,Overdue Media in capital stenciled letters.,NULL,9550
5284,Laska Comix,1999,NULL,NULL,NULL,3457
5285,Het Gele Teken,NULL,NULL,NULL,NULL,9561
5286,Éditions Pow Pow,2010,NULL,NULL,NULL,9562
5288,Karass forlag,1979,1979,NULL,NULL,1741
5289,De Zingende Zaag,2006,2006,NULL,NULL,8173
5290,Joe Books Inc.,2014,NULL,NULL,http://www.joebooks.com/,9570
5291,Print Mint,1969,1978,NULL,NULL,318
5292,Ivory Tower,1982,1995,NULL,NULL,9572
5293,GKF,NULL,NULL,NULL,NULL,9563
5294,Prize,1952,1953,NULL,NULL,4515
5295,WN,NULL,NULL,NULL,NULL,9587
5296,YKY,2008,NULL,NULL,NULL,9087
5297,Publication A Super,1946,1946,NULL,NULL,2157
5298,Uitgeverij Het Volk,NULL,NULL,NULL,NULL,5037
5299,Wiley,NULL,NULL,NULL,NULL,9592
5300,WM William Morrow,1992,NULL,NULL,NULL,952
5301,Fenil Comics,2010,NULL,NULL,http://fenilcomics.com/,9595
5302,Dargaud,1973,1974,NULL,NULL,3260
5303,Blake en Mortimer,NULL,NULL,NULL,NULL,5849
5304,Alessandro Distribuzioni,NULL,NULL,NULL,http://www.alessandrodistribuzioni.it/,4549
5305,Megamanga,2005,2005,NULL,NULL,1071
5306,Spectrum,1977,1977,NULL,NULL,9609
5307,Meadowbrook,1975,NULL,NULL,NULL,9611
5308,Lekturama,NULL,NULL,NULL,NULL,4560
5309,Het Kwartet,1968,1972,NULL,NULL,9612
5310,Jacoby Stuart,NULL,NULL,NULL,NULL,9614
5311,Uitgeverij RDH,NULL,NULL,NULL,NULL,7078
5312,Prószyński i S-ka,NULL,NULL,NULL,NULL,9586
5313,Canton Street Press,2012,NULL,NULL,NULL,8954
5314,Disney Editions,NULL,NULL,NULL,NULL,637
5315,The Round Earth Company,NULL,NULL,NULL,NULL,9616
5316,Etcetera,NULL,NULL,NULL,NULL,9623
5317,Citadel Press,1945,2000,NULL,NULL,9626
5318,ANWB,NULL,NULL,NULL,NULL,9625
5319,Stone Island Comics,2014,NULL,NULL,NULL,9452
5320,Devil's Due Entertainment,2014,NULL,NULL,NULL,2066
5321,Señor Hernandez,NULL,NULL,NULL,NULL,9555
5323,///Señor Hernandez /// Studio Noodweer ///,NULL,NULL,NULL,NULL,9556
5324,Image,NULL,NULL,NULL,NULL,3029
5325,Linea Surco,1983,1983,NULL,NULL,4415
5326,DC,NULL,NULL,NULL,NULL,3029
5327,Willdoco Inc.,2011,NULL,NULL,NULL,9630
5328,Marschall Books,2010,NULL,NULL,NULL,445
5329,Dargaud; Dargaud presenteert,NULL,NULL,NULL,NULL,4434
5330,Uitgave: Oberon bv.; Dargaud presenteert,NULL,NULL,NULL,NULL,4434
5333,Adam,1946,1975,NULL,NULL,270
5334,BD Hachette,NULL,NULL,NULL,NULL,6917
5335,çà et là,NULL,NULL,NULL,http://www.caetla.fr/,8059
5336,Delirium,2011,NULL,NULL,http://labeldelirium.com/,8385
5337,Tabou BD,2005,NULL,NULL,http://www.tabou-editions.com/3-bandes-dessinees,7462
5338,Yes Company,1987,1988,NULL,NULL,9637
5339,Pierre Horay,NULL,NULL,NULL,NULL,9639
5340,Futuropolis,NULL,NULL,NULL,NULL,7552
5341,Le Terrain Vague,1955,NULL,NULL,NULL,9486
5342,Classics Illustrated,1984,1984,NULL,NULL,9640
5343,Eric Losfeld Éditeur,1966,NULL,NULL,NULL,9486
5344,Eric Losfeld,1962,NULL,NULL,NULL,9486
5345,Boom! Studios,2014,NULL,NULL,NULL,1977
5346,Gotham Books,2001,NULL,NULL,NULL,587
5347,Shapolsky Books,1987,NULL,NULL,NULL,9644
5348,Evergreen,NULL,NULL,NULL,NULL,994
5349,Yhtyneet Kuvalehdet Oy,1934,NULL,NULL,NULL,3470
5350,Brian Christgau Comics,2013,NULL,NULL,NULL,9652
5351,Editorial Futura,NULL,NULL,NULL,NULL,9655
5352,Fantagraphics Underground Press,2014,NULL,NULL,NULL,445
5353,American Security Council Press,1966,1967,NULL,NULL,9659
5354,Juné Manga,2004,NULL,Yaoi brand of Digital Manga Publishing.,http://junemanga.com/,4602
5355,General Press,NULL,NULL,NULL,NULL,9657
5356,A Nuance Publication,1981,1981,NULL,NULL,6218
5357,Abrams [pyramid],NULL,NULL,Used at least in 1974.,NULL,4476
5358,Collectors Press,1992,2007,NULL,NULL,9668
5359,Editions du Square,NULL,NULL,NULL,NULL,9467
5360,Albin Michel-Le Square,NULL,NULL,NULL,NULL,9467
5361,Curtis Magazines,NULL,NULL,NULL,NULL,78
5362,W. H. Allen,NULL,NULL,NULL,NULL,7232
5363,Virgin,NULL,NULL,NULL,NULL,7232
5364,Cook,1976,NULL,NULL,NULL,1886
5365,Meribérica,NULL,NULL,NULL,NULL,8440
5366,Les Échappés Charlie Hebdo,2008,NULL,NULL,http://www.charliehebdo.fr/editions-les-echappes.html,9671
5367,A,1989,1990,A on shield,NULL,613
5368,EM,2000,2000,NULL,NULL,9675
5369,Giramondo,NULL,NULL,NULL,NULL,9618
5370,Mebovig,1950,1950,NULL,NULL,9676
5371,Booksmile,2010,NULL,NULL,http://www.booksmile.pt/,9686
5372,Rivière Blanche,2004,NULL,NULL,http://www.riviereblanche.com/,643
5373,Black Coat Press,2003,NULL,NULL,http://www.blackcoatpress.com/,643
5374,Arsenal Pulp Press,1981,NULL,NULL,NULL,9688
5375,David Bogue,1843,1856,NULL,NULL,9523
5376,Charles Tilt,1826,1839,NULL,NULL,9523
5377,Tilt and Bogue,1839,1843,NULL,NULL,9523
5378,One Peace Books,2006,NULL,NULL,NULL,7240
5379,U.S. Comics,1987,1987,NULL,NULL,8712
5380,Yo Hey! Studios,2014,2104,NULL,http://www.yoheystudios.com/,9519
5381,RB,2012,NULL,NULL,NULL,7616
5382,JC HS (vase),1930,1930,NULL,NULL,9718
5383,The Library of America,1979,NULL,NULL,NULL,9717
5384,Manzoku,2005,2013,NULL,NULL,9716
5385,Black Slipper,1955,1955,NULL,NULL,9719
5386,King; Dynamite,2015,NULL,NULL,NULL,2550
5387,Apex Novelties,1979,1980,NULL,NULL,2895
5388,Agência Portuguesa de Revistas,1948,1987,NULL,NULL,5657
5389,Red Fox,1920,NULL,NULL,http://www.randomhouse.co.uk/about-us/about-us/companies/uk-companies-and-imprints/random-house-childrens-publishers-uk/red-fox,2216
5390,Dagens Næringsliv,NULL,NULL,NULL,NULL,9726
5391,Konkret,NULL,NULL,NULL,NULL,9738
5392,de Bijenkorf,1988,NULL,NULL,NULL,9740
5393,B&H Books,2006,NULL,NULL,NULL,4130
5394,Fighting Forces Series,NULL,NULL,NULL,NULL,2303
5395,Wildstorm; Cliffhanger!,1999,1999,NULL,NULL,3029
5396,ガンガンコミックス [Gangan Comics],1991,NULL,NULL,NULL,5426
5397,MV,NULL,NULL,Used in the mid-1960s.,NULL,8355
5398,Triad,1994,1994,NULL,NULL,6646
5399,Holt,NULL,NULL,Used at least in 1943.,NULL,1174
5400,de Postgiro,NULL,NULL,NULL,NULL,9747
5401,Van Goor Jeugdboeken,NULL,NULL,NULL,NULL,9753
5402,Frog Ltd.,1993,NULL,NULL,NULL,7491
5403,Pinoccio Revival Centre,1995,1995,NULL,NULL,6765
5404,März,NULL,NULL,NULL,NULL,7960
5405,Parterre,2002,2004,NULL,NULL,9759
5406,Magic Strip,NULL,NULL,NULL,NULL,9090
5407,Tulp,NULL,NULL,NULL,NULL,8838
5408,Mulder,NULL,NULL,NULL,NULL,6194
5409,Jil,2014,NULL,NULL,NULL,9778
5410,Dark Circle Comics,2015,NULL,NULL,http://darkcirclecomics.com/,71
5411,Charlton Neo Media,2015,NULL,NULL,NULL,9347
5412,Firefly Book Club,NULL,NULL,NULL,NULL,9789
5413,Best Comics,NULL,NULL,NULL,NULL,389
5414,Gorilla,2015,NULL,"Imprint voor de meer ""volwassener"" strips.",http://www.strip2000.nl/page/gorilla/nieuwe-uitgaven/,7694
5415,Just Publishers,2014,NULL,NULL,NULL,9522
5416,Galatea,NULL,NULL,NULL,NULL,9803
5417,Black Jack Comics,2012,NULL,NULL,NULL,9810
5418,Mature Magic Publications,1986,1987,NULL,NULL,3602
5419,Amazing & Uncanny Comics,2012,2012,NULL,http://www.amazinguncanny.nl/,9807
5420,Museum Meermanno,NULL,NULL,NULL,NULL,9806
5421,Hors Collection,NULL,NULL,NULL,NULL,7183
5422,RH,1937,1937,Known to have been used at least once in 1937.,NULL,2216
5423,Magic Wagon,NULL,NULL,NULL,NULL,6956
5424,Graphic Planet,NULL,NULL,NULL,NULL,6956
5425,E,1933,NULL,A globe half shadowed and half lighted with a capital E.  Probably designed by Lynd Ward.,NULL,9839
5426,Bibelselskapet,NULL,NULL,NULL,NULL,9728
5427,Recreation Publications,1982,NULL,Used at least in 1982.,NULL,9851
5428,Area48,2015,NULL,NULL,http://www.area48comic.nl/,9842
5429,Petits Livres,2004,NULL,NULL,NULL,1146
5430,Archaia; Ten Years Boom! Studios,2013,NULL,NULL,NULL,2547
5431,[a zebra],NULL,NULL,NULL,NULL,9853
5432,De Geus,NULL,NULL,NULL,NULL,9861
5433,Robin Snyder and Steve Ditko 25 Years,2013,2013,NULL,NULL,3150
5434,Vents d'Ouest,NULL,NULL,NULL,NULL,6237
5435,Espee | Het Spectrum,1981,1981,NULL,NULL,9868
5436,Skarabee,NULL,NULL,NULL,NULL,4846
5437,Blink,NULL,NULL,NULL,NULL,9265
5438,Malmberg,NULL,NULL,NULL,NULL,7220
5439,Original Watts,2012,NULL,NULL,NULL,9877
5440,Libellus,NULL,NULL,NULL,NULL,9878
5441,Trumpet Club Special Edition,1985,1996,NULL,NULL,5554
5442,La Rivière & Voorhoeve,NULL,NULL,NULL,NULL,9883
5443,Lion Force Comics; IDW,2015,NULL,NULL,NULL,1977
5444,J. Hoste N.V.; De Vrijbuiter,1973,1974,NULL,NULL,9895
5445,Blue Masque,1995,1995,NULL,NULL,6695
5446,Argo Press,1995,NULL,NULL,NULL,6725
5447,Dial,1961,NULL,NULL,http://www.penguin.com/meet/publishers/dialbooksforyoungreaders/,587
5448,Daily Mirror,NULL,NULL,NULL,NULL,8235
5449,Charlton Neo,2014,NULL,NULL,NULL,9765
5450,Mroja Press,2009,NULL,NULL,http://mroja.pl/,8570
5451,Benitez Productions,2015,NULL,NULL,NULL,9798
5452,Streamline,NULL,NULL,NULL,NULL,6492
5453,Pidpa; AWW,NULL,NULL,NULL,NULL,7023
5454,Artropoda,NULL,NULL,NULL,NULL,9157
5455,Stone Arch Books,NULL,NULL,A Capstone imprint.  Used at least in 2014.,NULL,6653
5456,Marvel,NULL,NULL,NULL,NULL,3655
5457,Phoenix,1994,2000,NULL,NULL,913
5458,Grint; Van Halewyck,NULL,NULL,NULL,NULL,7049
5459,Media 1000,1980,NULL,NULL,http://blog.lamusardine.com/tag/media-1000/,8785
5460,Pop! Goes the Icon,2007,NULL,NULL,NULL,9928
5461,ticktock,NULL,NULL,NULL,NULL,9932
5462,Collection Vertiges graphiques,1977,NULL,NULL,NULL,7243
5463,Bedside Press,2015,NULL,NULL,NULL,9940
5464,Maple Leaf,1941,1946,NULL,NULL,2199
5465,Heinzelmännchen,NULL,NULL,NULL,NULL,9119
5466,W Publishing,2014,NULL,NULL,NULL,9925
5467,FH,2000,2000,NULL,NULL,7918
5468,المطبوعات المصورة [Illustrated Publications],1964,NULL,NULL,NULL,8806
5469,Streetvirus Publishing,NULL,NULL,NULL,NULL,9996
5470,Top Shelf Productions,2015,NULL,Formerly an independent company Top Shelf was purchased by IDW and continued as a separate imprint.,NULL,1977
5471,Oily Comics; Retrofit; Big Planet; Uncivilized Books; Peow; Study Group Comics,NULL,NULL,NULL,NULL,9997
5472,Image; Desperado,NULL,NULL,NULL,NULL,9995
5473,Chapter House Comics,2015,NULL,NULL,NULL,9999
5474,Berserker,2008,NULL,NULL,NULL,7018
5475,La Cúpula Comix; Novela Gráfica,NULL,NULL,NULL,NULL,4117
5476,Popcom,2015,NULL,NULL,NULL,5530
5477,stainlessArt,2011,NULL,NULL,NULL,10008
5478,Edinter,1983,NULL,NULL,NULL,10012
5479,Ovni,NULL,NULL,NULL,NULL,8816
5480,Hashtag Comics,2013,NULL,NULL,NULL,10023
5481,Space Goat Productions,2006,NULL,NULL,NULL,10037
5482,Rinehart & Co.,NULL,NULL,NULL,NULL,3742
5483,Holt Rinehart and Winston,NULL,NULL,NULL,NULL,3742
5484,E-Comix,2015,NULL,NULL,NULL,10071
5485,Genuine Comics,2015,NULL,NULL,NULL,10079
5486,Colin,NULL,NULL,NULL,NULL,10047
5487,Editions Zenda,1987,1994,NULL,NULL,6930
5488,AEG,NULL,NULL,NULL,NULL,2579
5489,Star Comics,NULL,NULL,NULL,NULL,3365
5490,Creature,2009,NULL,NULL,http://www.creatureentertainment.com/,9922
5491,Mamut Cómics,2008,NULL,NULL,http://mamutcomics.com/,10098
5492,Bonnier,1996,1997,NULL,NULL,1847
5493,Nederlandse Spoorwegen,NULL,NULL,NULL,NULL,10149
5494,All Verlag,NULL,NULL,NULL,NULL,7336
5495,Iku comics,2006,NULL,NULL,NULL,5042
5496,Quadrant Solaire,2005,2007,"Became an independent publishing house in 2007 under the name ""Quadrants.""",NULL,5042
5497,Treize étrange,2008,NULL,Started out as an independent publisher in 1994.,http://www.glenatbd.com/bd/collections/treize-etrange.htm,4664
5499,Drakosia,2007,NULL,NULL,http://drakosia.kymeracomics.com/,8244
5500,Les Editions Milan,1983,NULL,NULL,http://www.editionsmilan.com/,7571
5501,Plain Vanilla Comics,2012,NULL,NULL,NULL,10160
5502,[klaver],NULL,NULL,NULL,NULL,10167
5503,Marvel Comics Group,NULL,NULL,NULL,NULL,10168
5504,Gold Key,NULL,NULL,NULL,NULL,10168
5505,CSP,2015,NULL,NULL,NULL,10000
5506,Walburg Pers,NULL,NULL,NULL,NULL,10172
5507,Firebrand Books,1985,NULL,NULL,http://www.firebrandbooks.com/,706
5508,[toekan],NULL,NULL,NULL,NULL,10196
5509,Hachette Partworks Ltd,NULL,NULL,NULL,NULL,10024
5510,Dynamite Feature,2015,NULL,NULL,NULL,2550
5511,Księgarnia Prawnicza,2006,NULL,NULL,NULL,10132
5512,Blue Snake Books,2005,NULL,NULL,https://www.facebook.com/BlueSnakeBooks,7491
5513,Lug Récit Complet Marvel,1984,1988,NULL,NULL,5528
5514,Hang Dai Editions,2013,NULL,NULL,NULL,10237
5515,Collection Ferraille,NULL,NULL,NULL,NULL,7225
5516,Collection Carrément,1994,NULL,NULL,NULL,7225
5517,Collection Tête Creuse,NULL,NULL,NULL,NULL,7225
5518,Collection Plombage,NULL,NULL,NULL,NULL,7225
5519,Les Requins Marteaux Comix,NULL,NULL,NULL,NULL,7225
5520,Shiner Comics Group,2012,NULL,NULL,http://shinercomics.blogspot.com/,10243
5521,Collection Rouille,NULL,NULL,NULL,NULL,7225
5522,Collection Comix,NULL,NULL,NULL,NULL,7225
5523,De Harmonie; Icarus,NULL,NULL,NULL,NULL,10249
5524,Collection Les Crocs,NULL,NULL,NULL,NULL,10256
5525,De Harmonie; Manteau,2001,NULL,NULL,NULL,10251
5527,Opzij,NULL,NULL,NULL,NULL,10258
5528,An Art Of Penguin,NULL,NULL,NULL,NULL,10257
5529,Boekencentrum,NULL,NULL,NULL,NULL,10259
5530,Futuropolis; De Harmonie,NULL,NULL,NULL,NULL,10248
5531,Oog & Blik; De Harmonie; Sanoma Uitgevers BV,2004,2005,NULL,NULL,10252
5532,Viz Spectrum Editions,1990,1991,NULL,NULL,594
5533,El Pregonero,1993,1998,NULL,NULL,10270
5534,Collection Poche Comique,1962,1992,NULL,NULL,7658
5535,Tulp,NULL,NULL,NULL,NULL,9882
5536,Zomer en Keuning,NULL,NULL,NULL,NULL,10267
5537,Universiteit Utrecht,NULL,NULL,NULL,NULL,10261
5538,Standaard Uitgeverij; De Harmonie,1997,1999,NULL,NULL,10250
5539,Éditions Scholastic,1957,NULL,NULL,http://www.scholastic.ca/editions/,10271
5540,Collection Top B.D Lug,1983,1988,NULL,NULL,5528
5541,Collection BéDérisoire,NULL,NULL,NULL,NULL,7225
5542,RMS,2003,NULL,NULL,NULL,7225
5543,Collection Bordure,NULL,NULL,NULL,NULL,7225
5544,Ferraille Publications,NULL,NULL,NULL,NULL,7225
5545,Van Gennep,NULL,NULL,NULL,NULL,5757
5546,Collection X Futuropolis,1985,1989,NULL,NULL,7552
5547,De Arbeiderspers,NULL,NULL,NULL,NULL,5768
5548,SDU Uitgeverij,NULL,NULL,NULL,NULL,10285
5549,Dynamite; Dark Horse Comics,2015,NULL,NULL,NULL,2550
5550,La Décroissance/Casseurs de pub,1999,NULL,NULL,NULL,10293
5551,Xanadu,1983,1987,NULL,NULL,4871
